,Unnamed: 0,Message,Narrative,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
185,,year old girl worri get driver licens studi exam nikia hammond blake worri surviv breast cancer nikia beat breast cancer dedic life spread breast cancer awar educ other read journey terribl diseas young age http sgk mn bevaqr https ww komen org blog battl breast cancer at,1,,,,
186,,breast cancer life chang experi often alter peopl mindset belief fill blank tell us learn breast cancer journey motivationalmonday,0,,,,
187,,truth survivor doesnt give justic realli overcom surviv emot abus cancer make sure endur day day surviv everyth know longer figur new corean foley breast cancer survivor truth,1,,,,
188,,breast cancer chang tyra life year old tripl negat breast cancer lost favorit women life breast cancer grandmoth kid grandmoth strong women exemplifi strength courag hope journey chemotherapi surgeri radiat saw abl exemplifi strength tyra http sgk mn ynpo https blog komen org blog fierc fight month mark year sinc tyra complet last treatment let congratul comment,1,,,,
189,,true love could shown rose would look like move support husband surpris wife alissa rose last chemo treatment friend famili purchas rose proceed go komen support women men need http bit ly v l c https wtop com health husband surpris wife rose chemo treatment,1,,,,
190,,began lose hair skin nail began chang chemotherapi shame set desir support cancer felt like dirti aw secret hid everyon around demand keep secret would peopl think would peopl react knew celest hall live metastat breast cancer mbc relentless must work togeth find cure must work togeth fund metastat breast cancer research help donat today https bit ly sz jyr https www facebook com donat,1,,,,
191,,day still find strength promis tomorrow work toward achiev goal set work toward promot work back full time found passion inspir women use voic end terribl diseas hope day see end breast cancer brittani whitman breast cancer survivor stori http sgk mn alvym https www komen org share stori brittani whitman,1,,,,
192,,doctor told lump like clog milk duct turn breast cancer meant undergo chemo pregnant read power stori today show articl,1,,,,
193,,biggest support mani way husband alway knew marri great guy definit prove man would get earli get children readi day work full time job come home care children night amanda robert breast cancer survivor http sgk mn q bhj https www komen org share stori amanda robert patient survivor caregiv tell us someth learn live breast cancer,1,,,,
194,,think drop us line best guess find answer http sgk mn x cq x https ww komen org breastcanc warningsign html,0,,,,
195,,breast cancer discrimin know least person whos affect unaccept diseas tell us ww komen org youron,0,,,,
196,,truth survivor doesnt give justic realli overcom surviv emot abus cancer make sure endur day day surviv everyth know longer figur new corean foley breast cancer survivor http sgk mn yjc bf,1,,,,
197,,question breast cancer need support never hesit reach komen helplin helplin provid free profession support servic anyon breast cancer question concern includ survivor famili dont wait call go komen call answer monday friday p est p pst,0,,,,
198,,komen fund research grant break new ground understand metastat breast cancer dr barri hudson cancer research sylvest comprehens cancer center team uncov data demonstr driver tumor progress metastasi repres innov target develop new therapi metastat breast cancer learn find http sgk mn cyb jy morethanpink,0,,,,
199,,breastcanc survivor today everi day celebr strength give shoutout survivor know,0,,,,
200,,rememb day clear rememb sister kristen call sarah strength courag call know hard go take dread news rememb fall ground numb tear stream face could keep think god sarah beth carlock relat beth reaction sister breast cancer diagnosi,1,,,,
201,,strong like mommi togeth made gina samet breast cancer survivor gina shock diagnos breast cancer age month pregnant babi boy start fundrais today expect mother share gina experi thank generous donor donat fundrais tripl august let make x impact mother like gina http bit ly tmum b https www facebook com susangkomen fundrais creat sourc nonprofit short url sourc data breferr sourc d,1,,,,
202,,breast cancer steal live mom dad sister daughter best friend famili unaccept power help us chang donat today help us save live terribl diseas,0,,,,
203,,carri year old diagnos breast cancer breast cancer common younger women think strong independ woman get diagnosi crush hard lean other need import help get carri stori http sgk mn cpfuum https ww komen org breast cancer stori carri slomczenski htmlfbclid iwar zkezhfxtynyjvdmzjp hkycqnaokmm od egd ckjkzdls iicfmkfcc,1,,,,
204,,komen focus breast cancer kill metastat breast cancer updat profil pictur frame estim women live metastat breast cancer,0,,,,
205,,less year ago kathi bressler never imagin cancer life move forward work promot big move hit least expect kathi began fight tripl negat breast cancer read kathi journey today subtyp account approxim breast cancer http sgk mn ppgswj tnbcday,1,,,,
206,,wise word breast cancer survivor lauren mandel live life fullest,1,,,,
207,,cynthia histori cyst breast felt lump assum noth left alon month final went doctor diagnos tripl negat breast cancer spread lymph node cynthia advic feel lump go get check http sgk mn mkrtmq advic women men face breast cancer,1,,,,
208,,thank rob low shine light caregiv go http bit ly rqs vj https www usatoday com stori opinion voic rob low caregiv social secur self care column caregiv caregiv share stori us below,1,,,,
209,,unaccept olivia newton john mani other live metastat breast cancer watch open realiti posit way cbs sunday morn,1,,,,
210,,nanci diagnos breast cancer year old alway maintain healthi lifestyl thought enough make untouch quick realiz unaccept diseas barrier http sgk mn b xwyj breast cancer discrimin know someon diagnos,1,,,,
211,,first diagnos breast cancer brain start think kind thought like enter anoth dimens moment noth make sens cindi lawler breast cancer survivor share us went mind first diagnos,1,,,,
212,,pictur best friend last year put life hold year support stay side everi day love kathi breast cancer survivor yesterday mark kathi last day treatment join us celebr incred mileston her,1,,,,
213,,diagnos stage invas ductal carcinoma age sinc day life complet chang holli gustafson http sgk mn viji tell us stori,1,,,,
214,,rest peac jill cohen power breast cancer advoc friend pass away year fight breast cancer heart famili friend,1,,,,
215,,state begin reopen mean peopl breast cancer immuno compromis group georg sledg lisa carey c sandi fineston psi discuss panelist answer question pleas drop comment below,0,,,,
216,,appar scott serious pledg sick health cancer remind us vow power way bethani palmer breast cancer survivor http sgk mn xfxa shout love one fight alongsid go breast cancer tell us stori whether youv give receiv end support,1,,,,
217,,go treatment glad famili friend strong independ woman get diagnosi crush hard lean other need import help get carri slomczenski breast cancer survivor http sgk mn vzjsyh your read ever felt way carri did,1,,,,
218,,tammi gath myer diagnos breast cancer year young best wife mother year old daughter could possibl strength mother wife survivor inspir join mother day movement use photo filter donat komen buy mother day gift today http sgk mn furqu everymom,1,,,,
219,,decis go flat easi met resist doctor nurs felt lot pressur reconstruct either implant use tissu knew want either impli feel normal like woman without breast felt kind insult doubl mastectomi car met resist go flat share stori https breastcancernow org us news person stori love bodi doubl mastectomyutm sourc facebooko utm medium social utm campaign servic utm content carlyblog,1,,,,
220,,lumpectomi went chemotherapi id alway short crop hair didnt think would bother hair fell treatment start come huge shock system wasnt much lose hair head great wig start lose eyelash eyebrow shape whole face chang difficult put mask makeup paint eyebrow put wig everyon say look amaz use think saw hour ago wouldnt say find person stori like toria plus tip move forward breast cancer free becca app http bit ly ou tbd,1,,,,
