,Message,Narrative,,,,
,"""He is strong like his mommy and together we made it through."" -Gina Samet, breast cancer survivor This 32-year-old teacher was shocked when she got the news that she had breast cancer while 6 months pregnant with her first child. Donate to Susan G. Komen today so that no other expecting mothers have to face a breast cancer diagnosis: http://bit.ly/2nrGkem:=:https://secure.info-komen.org/site/Donation2?21998.donation=form1&df_id=21998&mfc_pref=T&utm_source=fb&utm_medium=organic_donate&utm_campaign=hq_social&s_src=7013f000000dhyeaa4",,,,,
,"""Never in a million years did I think I was going to be diagnosed with #breastcancer. I am 36, I’ve maintained a healthy lifestyle...somehow I thought that was enough to make me untouchable. I just realized that cancer has no barriers.""-Nancy Mejia http://sgk.mn/2B0XWyJ",,,,,
,"“My mom was, and is, my angel. As an adult child, you expect that you will take care of your parents one day before they will have to take care of you again. But a mother’s love does never waivers, and she will always and forever take care of her baby. I love you Mom!” - Katie Parker, breast cancer survivor and Susan G. Komen Memorial Affiliate employee #4EveryMom",,,,,
,"After being diagnosed with breast cancer, Gina Mulligan quickly learned the impact of heartfelt and handwritten notes. In its first five years, Girls Love Mail has sent more than 63,000 letters to women who have been recently diagnosed with breast cancer. Such a powerful story of support! http://bit.ly/20VcfvR:=:http://www.sacbee.com/news/local/health-and-medicine/article72168592.html",,,,,
,Every day is a gift! Fill in the blank and let us know why you're celebrating today #MotivationalMonday,,,,,
,"""Metastatic breast cancer will consume your life with scans, bloodwork, doctor appointments, and tests. Which, believe it or not, is a nice distraction from focusing on the reality of the diagnosis you have been given. While you are waiting for results, you will have sleepless nights, anxiousness, just full of thoughts. Why me? What is metastatic? How long will I live? How bad will I feel on the treatment?"" - Lisa, Cooper, living with MBC http://sgk.mn/2z0iTdY Are you or someone you know living with metastatic breast cancer?",,,,,
,"For Sandra, losing her hair was one of the hardest things she was facing mentally after she was diagnosed with metastatic breast cancer. Her sister, Karla, took it in to her own hands to make her feel like she was not alone. On Mexican Mother’s Day Karla showed up to Sandra’s house bald. Watch their touching story of sisterhood. #MoreThanPink #HispanicHeritageMonth Learn more about the disparities that exist for Hispanic women: http://sgk.mn/2ygqbeJ:=:https://ww5.komen.org/BreastCancer/DisparitiesInBreastCancerScreening.html",,,,,
,"Sometimes called the “Father of Tamoxifen” for discovering the role of this drug in breast cancer, Dr. V. Craig Jordan’s work to reinvent tamoxifen as a breast cancer treatment has saved many lives. He continues, with Komen funding, to study tamoxifen and other selective estrogen receptor modulators (SERMs), focusing on how breast cancers become resistant to these drugs and ways to overcome this. Dr. Jordan is #MoreThanPink.",,,,,
,"Let's end the first month of the year on a high-note! Wherever you are, get up & dance! Thanks for the words of wisdom Ashlee! #breastcancer",,,,,
,"Today, our organization’s namesake, Suzy G. Komen, would have turned 77 years old. Suzy died of metastatic breast cancer when she was just 36. Back when Suzy was diagnosed, people would keep their distance, thinking breast cancer was contagious. Breast cancer wasn't discussed openly, either. There was a stigma attached to breast cancer. We’ve come a long way since then, thanks to support from people like you. Suzy is the reason this organization was born, and why we tirelessly fight for all those affected by breast cancer, every day. In Suzy’s honor, and in honor of all of the breast cancer patients & survivors, we will continue fighting until we find the cures. Today is the last day of Breast Cancer Awareness Month. Will you donate?",,,,,
,"Today is #NationalMammographyDay. Learn everything you need to know about mammograms, such as what you can expect, when to expect results, and findings: http://sgk.mn/2yKVQTe",,,,,
,Fill in the blank! #MotivationalMonday,,,,,
,"Today we honor the life of the beloved Susan Goodman Komen, ""Suzy,"" who we lost at the age of 36. We will continue to fight each and every day to end this terrible disease that took Suzy more than 30 years ago and continues to take the lives of far too many.",,,,,
,"""There is always anxiety connected with a new treatment. Will it work? What are the side effects? What happens if this treatment fails me?"" - Cindy Trull, living with metastatic breast cancer. Read more about Cindy's take on the realities of metastatic breast cancer and how she's remained positive through it all: http://sgk.mn/2reqm7l",,,,,
,"“The bone scan and MRI confirmed my worst fears: my breast cancer was back. It had spread to my bones… I pulled myself together and vowed to quit wasting time feeling sorry for myself, and start living once again.” – Annissa Grooms, 2016 Fabulous Four winner and breast cancer survivor. #MoreThanPink Bowl for the Cure's Fabulous Four contest is open for entries! Share your story or nominate a deserving supporter who continually has shown her dedication to find a cure. Learn more: www.komen.org/bowl",,,,,
,"Jason Aldean lost a close friend to breast cancer when she was just 29, leaving behind two young daughters. Through his concerts, he's raising funds and honoring survivors so that we can change the story for others. Jason is #MoreThanPink. Bid now for your chance to win 2 concert tickets, and meet & greet passes to meet Jason. Proceeds benefit Komen! http://chrty.bz/2dHRi8w",,,,,
,"At 24 years old in 2015, Olivia Quigley, who has autism, was diagnosed with metastatic breast cancer. One month after her diagnosis she went on to compete in the Special Olympics World Games and win 2 gold medals and one silver medal. Olivia is #MoreThanPink. http://sgk.mn/2d77C4x",,,,,
,"Still looking for a Mother’s Day card? Show your love with one of our signature Mother’s Day ecards! With your donation to Komen, you can choose a Mother’s Day ecard to send to the woman, who you call “Mom,” in your life: http://bit.ly/1WdDSB0 #4EveryMom",,,,,
,"Sharon Slosarik is many things -- she's a mother, a passionate Susan G. Komen 3-Day walker and she's living with metastatic breast cancer. Her daughter was only 4 years old when she was first diagnosed and over the years she has taught her the true meaning of strength and the impact of fundraising to help find the cures. Celebrate your mom's strength by using our Mother's Day photo filter & donating today! http://sgk.mn/23FUrqu #4EveryMom #MotivationalMonday",,,,,
,"""I need to fight this battle so I can stay healthy. I need to fight this battle now so my daughters and granddaughters won't have to. I am only 33 years old, and I have watched so many people I love lose their lives. I will not die from the cancers that have taken my family members."" -Amy Hunter, breast cancer survivor. Stories like Amy's inspire us to find the cures for breast cancer. Join our fight and donate today. Donations made from now through March 31 will be matched thanks to our generous partners at the Milburn Foundation and the IBC Research Foundation. Make a gift: http://bit.ly/34IICWP:=:https://secure.info-komen.org/site/Donation2?df_id=23344&23344.donation=form1&mfc_pref=T&s_src=7013f000000DRMKAA4",,,,,
,"""It was a nightmare that gave me purpose, 1 year later, I am here and want to help other women. I want to tell my story and the stages of my sadness to happiness. Today, because of what I went through, my purpose has finally arrived.""- Emanda Acevedo, breast cancer survivor. Do you have a story to tell? Share your story and help other women facing breast cancer navigate their journey: http://sgk.mn/2YJycmy:=:https://ww5.komen.org/shareyourstory.aspx",,,,,
,"Survivors, you are the reason we work every day to end breast cancer forever. We want to hear your stories! <3 http://sgk.mn/1uQX5eo",,,,,
,How did you stumble across your strength? #MotivationalMonday,,,,,
,"""When you are first diagnosed with breast cancer, your brain starts thinking all kinds of thoughts. It’s like you enter into another dimension for a moment and nothing makes sense.” – Cindy Lawler. What went through your mind when you were first diagnosed? Let us know and donate to help support the women and men living with this disease.",,,,,
