Message,Narrative,Non-narrative
"For those of you who have seen our previous posts about two-time breast cancer survivor, Ashlee Hunt, we have some news for you! Starting a family had always been a dream for the Hunts, but breast cancer interfered with their plans. After overcoming much heartbreak along their journey to having a child, Ashlee, her husband, and their surrogate delivered a perfectly healthy and beautiful baby boy yesterday! Join all of us at Komen in sending them warm congratulations on their new family of 3. <3 Read more about Ashlee and Nathan's road to pregnancy: http://bit.ly/2hTbDaT",1,0
"Amy Keaton was a 25 year-old ICU nurse when she found a small lump in her breast that was diagnosed as Advanced Stage III breast cancer. ""I went home that day a different woman,"" she says. Do you remember the moment breast cancer first touched your life?",1,0
Educate yourself about this specific and aggressive subtype of breast cancer. http://sgk.mn/1b3UYLw,0,1
"""I am doing really well! I have good days, bad days.. I cry and get angry.. I thank God.. I rely on my support system.. I rest, exercise and treat myself to sweets! This is hard! It has had an impact in every aspect of my life and my family and friend’s lives. I will not back down. I will fight,"" says Cinda Paynter, who is living with metastatic breast cancer. Who are you fighting for?",1,0
"Heather received her unacceptable metastatic breast cancer diagnosis in 2018. Her cancer spread from her breasts to her lymph nodes, femur, hip, brain & spine. ""My husband and my kids are my biggest supporters and motivators! I fight hard for them! This breast cancer fight has opened my eyes to enjoy life and my family and my loved ones! To not take things in life so seriously and live! Every day is a gift! My advice for everyone going through this fight is to never give up and try to remain as positive as possible!""- Heather Rister http://sgk.mn/2ZeBZaW #unacceptable",1,0
"This terrible disease has caused millions of people blood, sweat and many tears. It’s #unacceptable! Fill in the blank and tell us why you think breast cancer is unacceptable!",0,1
"“I just turned 30 years old in July, and never envisioned that I would enter my 30's with breast cancer. I was living my normal life, doing my day to day activities, taking care of my two and a half year old, two dogs and a house. Enjoying all things about being a stay at home mom. Until March hit and I knew nothing would be the same.” -Rachel Boose, breast cancer survivor http://sgk.mn/2TTDMnd",1,0
"Many of you are asking this question. We suggest that healthy women of average breast cancer risk who do not have signs of breast cancer delay their annual mammograms that were scheduled for this spring. The recommendation is intended to minimize exposure to and potential spreading of COVID-19. But it is important for all women – and men – to know what’s normal for them, and contact a doctor is something changes. Here are 8 warning signs you should be aware of: http://sgk.mn/3deOrju:=:https://blog.komen.org/blog/delaying-mammograms-during-covid-19-means-women-must-know-their-normal-warning-signs/",0,1
"Whether you've just been diagnosed with breast cancer, are a survivor, or have a loved one who's faced this terrible disease, we all have stories. We want to hear yours-- drop us a few lines about yourself below! ❤️",0,1
"We are celebrating those who are #MoreThanPink, the heroes in our communities and in our lives that have supported us, loved us, fundraised or done something above and beyond to help end breast cancer. Maybe your hero is the man or woman in your life who has or is currently fighting breast cancer. We want you to honor the #MoreThanPink hero or heroes in your life by customizing your profile picture with this filter!",0,1
"""There was no reason to feel anything but joy. I was teaching nine yoga classes a week, working with communication clients here in Maryland and around the country and giddily contemplating the 11th row tickets to see the Rolling Stones in Arizona later in the summer. I’d just had my yearly physical and all tests came back perfect. The only one left was a mammogram.""- Cheryl Kravitz, breast cancer survivor. Unfortunately, Cheryl's mammogram was not clear. She had breast cancer. http://sgk.mn/3fWBEn4:=:https://ww5.komen.org/Breast-Cancer-Stories/Cheryl-Kravitz.html Were you blindsided by your breast cancer diagnosis? Tell us your story in the comments below.👇",1,0
"""Even though most know me as a Team USA high jumper, first and foremost, I am a mother of 3, a wife, and a believer. My kids are aged 6, 8, and 12. In June of 2019 I was diagnosed with triple negative invasive ductal carcinoma, a very aggressive form of breast cancer. As you can imagine, I was terrified about what would happen to me, and what would happen to my family without me. That fear quickly turned into hope when I heard the stories of others who had been cured using the same resources I had available to me.""- Chaunté Lowe, olympian and breast cancer survivor http://sgk.mn/2PUrKWP.:=:https://ww5.komen.org/Breast-Cancer-Stories/Chaunte-Lowe.html Chaunté is currently training for the 2020 Olympics AND undergoing treatment for breast cancer. Drop her a line of encouragement in the comments below!",1,0
"Michelle was diagnosed with breast cancer in February of 2010. ""I lacked energy, physical and emotional. I had pain in places I'd never imagined before. I just wanted to feel whole again. I wanted my energy back. I wanted my spirit back. I wanted my old life back. I wanted my breasts back. I wanted my ovaries back... I wanted my kids to not have to worry or stress anymore. I just wanted them happy and secure,""- Michelle, breast cancer survivor http://sgk.mn/31tlnxx. In April 2020, Michelle will celebrate her 10 year ""cancerversary."" We'll be celebrating right along side you, Michelle! Join us.",1,0
"""Take deep breaths. You should not be alone when you receive the news. It's ok if you cry and get mad. No, it's not fair at all. Don't try to look for reasons. Sometimes no matter how healthy you are - cancer will find you."" - Misty Jones, breast cancer survivor. Read more of Misty's powerful story and her words of wisdom for those fighting breast cancer: http://sgk.mn/2ktgYsm",1,0
"Too many people are affected by this terrible disease, and that’s why we’re working hard every day to end breast cancer forever!",0,1
"Losing hair because of breast cancer treatment is so hard – and that’s an understatement. While beauty comes from within, we want to remind you that you're stunning, with or without hair! Whether you’re going through treatment now or already did, share some of your photos with us on #BeBaldAndBeFreeDay!",0,1
"“I was diagnosed with inflammatory breast cancer in 2004 at the age of 35, while I was pregnant with my son. I enjoyed over five years of remission, before having a recurrence of IBC in 2010. Since then, I have been Stage IV but stable for seven years. My quality of life is excellent, my son is now twelve years old and healthy, I work full time, and I have published three books of poetry. My advice to women is to seek medical attention, no matter how young they are, if their breasts exhibit the signs of IBC. I had no lump, and yet I still had breast cancer.” – Anya Silver, living with metastatic breast cancer Throughout her journey, Anya has received support and guidance from the Inflammatory Breast Cancer (IBC) Research Foundation. Komen is proud to collaborate with organizations like IBCRF.",1,0
To everyone out there who's been affected by breast cancer - your strength is an inspiration! Tag a cancer survivor who inspires you. To those we've lost to breast cancer - we honor you and will not give up on finding the cures. We continue our work in your honor. #NationalCancerSurvivorsDay #NCSD2020,0,1
"“My sister, Maria, was recently diagnosed with breast cancer. However, until later this week, she won’t know what stage it is.” – Stephen Survivors, patients & supporters – we all know how daunting the unknown can be. Let’s share some words of encouragement with Maria & her family! <3 http://sgk.mn/2tV36KY",1,0
"Double the difference you make when you donate today, thanks to an anonymous matching gift up to $500K! Your dollars help breast cancer patients afford treatment, fund breakthrough research, provide access to quality care & so much more. Join our fight to save lives - #AreYouIn? http://bit.ly/2BsFQaJ",0,1
